Price Period,Town,Super,Diesel,Kerosene
July 15th 2023 - August 14th 2023,,,178.7615799626373,168.55606045871212
July 15th 2023 - August 14th 2023,,,176.80308556957397,166.59756606564875
July 15th 2023 - August 14th 2023,,,178.33035069891417,168.12483119498899
July 15th 2023 - August 14th 2023,,,179.6673895038655,169.48307232165826
July 15th 2023 - August 14th 2023,,,179.6686787651282,169.48436158292097
July 15th 2023 - August 14th 2023,,,179.92423124083842,169.72991405863118
July 15th 2023 - August 14th 2023,,,180.1118831663908,169.9275659841836
July 15th 2023 - August 14th 2023,,,179.97213179099623,169.787814608789
July 15th 2023 - August 14th 2023,,,180.2276842667065,170.03336708449922
July 15th 2023 - August 14th 2023,,,180.46126160487722,170.27694442267
July 15th 2023 - August 14th 2023,,,180.85656545598198,170.66224827377476
July 15th 2023 - August 14th 2023,,,180.7647146307453,170.58039744853804
July 15th 2023 - August 14th 2023,,,181.16001848185005,170.96570129964283
July 15th 2023 - August 14th 2023,,,181.14804334431062,170.95372616210335
July 15th 2023 - August 14th 2023,,,181.3237201323235,171.1294029501163
July 15th 2023 - August 14th 2023,,,181.10211793169222,170.90780074948498
July 15th 2023 - August 14th 2023,,,181.41754609509977,171.2332289128925
July 15th 2023 - August 14th 2023,,,181.31174499478408,171.11742781257684
July 15th 2023 - August 14th 2023,,,181.7309991209678,171.53668193876052
July 15th 2023 - August 14th 2023,,,181.74297425850722,171.5486570763
July 15th 2023 - August 14th 2023,,,182.78110957396646,172.59679239175924
July 15th 2023 - August 14th 2023,,,182.28000462254602,172.09568744033882
July 15th 2023 - August 14th 2023,,,182.99073663705832,172.7964194548511
July 15th 2023 - August 14th 2023,,,182.83901012412431,172.64469294191707
July 15th 2023 - August 14th 2023,,,183.4798664509393,173.28554926873207
July 15th 2023 - August 14th 2023,,,184.1446730528332,173.950355870626
July 15th 2023 - August 14th 2023,,,188.1075872515783,177.9132700693711
July 15th 2023 - August 14th 2023,,,187.1173524862769,176.92303530406969
July 15th 2023 - August 14th 2023,,,189.79855403139203,179.6042368491848
July 15th 2023 - August 14th 2023,,,188.7843689910117,178.59005180880445
July 15th 2023 - August 14th 2023,,,187.0355016610402,176.84118447883293
July 15th 2023 - August 14th 2023,,,185.62601276955505,175.44169558734782
July 15th 2023 - August 14th 2023,,,189.4491755929056,179.26485841069837
July 15th 2023 - August 14th 2023,,,191.1740926477982,180.979775465591
July 15th 2023 - August 14th 2023,,,189.61287724337907,179.42856006117185
July 15th 2023 - August 14th 2023,,,187.18722817397418,176.99291099176696
July 15th 2023 - August 14th 2023,,,193.66961740490038,183.48530022269316
July 15th 2023 - August 14th 2023,,,180.6249632553507,170.44064607314345
July 15th 2023 - August 14th 2023,,,185.40441056892377,175.22009338671654
July 15th 2023 - August 14th 2023,,,182.19815379730932,172.01383661510206
July 15th 2023 - August 14th 2023,,,191.52347108628464,181.3291539040774
July 15th 2023 - August 14th 2023,,,188.34116458974907,178.14684740754186
July 15th 2023 - August 14th 2023,,,186.82587459794834,176.6315574157411
July 15th 2023 - August 14th 2023,,,179.79645500298335,169.60213782077608
July 15th 2023 - August 14th 2023,,,182.55950737333518,172.37519019112793
July 15th 2023 - August 14th 2023,,,181.61519802065214,171.42088083844487
July 15th 2023 - August 14th 2023,,,182.5475322357957,172.35321505358849
July 15th 2023 - August 14th 2023,,,182.14025324715146,171.95593606494424
July 15th 2023 - August 14th 2023,,,181.43952123263918,171.24520405043197
July 15th 2023 - August 14th 2023,,,189.13374742949813,178.9394302472909
July 15th 2023 - August 14th 2023,,,187.64240771277628,177.45809053056902
July 15th 2023 - August 14th 2023,,,188.22536348943342,178.0410463072262
July 15th 2023 - August 14th 2023,,,188.2952391771307,178.11092199492347
July 15th 2023 - August 14th 2023,,,188.08561211403884,177.90129493183161
July 15th 2023 - August 14th 2023,,,185.08898240551625,174.89466522330903
July 15th 2023 - August 14th 2023,,,184.7735542421088,174.57923705990152
July 15th 2023 - August 14th 2023,,,186.1031674458966,175.90885026368935
July 15th 2023 - August 14th 2023,,,179.13891269674076,168.98670822192074
July 15th 2023 - August 14th 2023,,,179.09307903163113,168.94087455681114
July 15th 2023 - August 14th 2023,,,179.08230140784562,168.93009693302562
July 15th 2023 - August 14th 2023,,,179.17373234311395,169.02152786829393
July 15th 2023 - August 14th 2023,,,179.93278479775248,169.78058032293245
July 15th 2023 - August 14th 2023,,,179.41850719503864,169.26630272021862
July 15th 2023 - August 14th 2023,,,179.40772957125313,169.2455250964331
July 15th 2023 - August 14th 2023,,,182.6139863428676,172.46178186804758
July 15th 2023 - August 14th 2023,,,183.7918730337214,173.63966855890138
July 15th 2023 - August 14th 2023,,,179.48958039648988,169.3373759216699
July 15th 2023 - August 14th 2023,,,179.92080966021302,169.76860518539303
July 15th 2023 - August 14th 2023,,,180.4458648867124,170.29366041189238
July 15th 2023 - August 14th 2023,,,181.61177644002674,171.45957196520672
July 15th 2023 - August 14th 2023,,,182.5101603800914,172.35795590527138
July 15th 2023 - August 14th 2023,,,179.99188286166424,169.83967838684424
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073
July 15th 2023 - August 14th 2023,,,179.89103269674075,169.74500822192073
July 15th 2023 - August 14th 2023,,,179.9142970955429,169.76827262072288
July 15th 2023 - August 14th 2023,,,180.35750149680553,170.2114770219855
July 15th 2023 - August 14th 2023,,,180.28762580910825,170.14160133428823
July 15th 2023 - August 14th 2023,,,180.96440754854163,170.8183830737216
July 15th 2023 - August 14th 2023,,,180.71885507283145,170.5728305980114
July 15th 2023 - August 14th 2023,,,179.9142970955429,169.76827262072288
July 15th 2023 - August 14th 2023,,,179.880346820464,169.734322345644
July 15th 2023 - August 14th 2023,,,179.84442140784563,169.6983969330256
July 15th 2023 - August 14th 2023,,,179.93824737062187,169.79222289580184
July 15th 2023 - August 14th 2023,,,180.43935232204228,170.29332784722226
July 15th 2023 - August 14th 2023,,,180.31157608418715,170.16555160936713
July 15th 2023 - August 14th 2023,,,180.22972525895045,170.0837007841304
July 15th 2023 - August 14th 2023,,,180.14787443371367,170.00184995889364
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753
July 15th 2023 - August 14th 2023,,,179.9502225081613,169.80419803334127
July 15th 2023 - August 14th 2023,,,180.47527773466066,170.32925325984064
July 15th 2023 - August 14th 2023,,,180.85860644822594,170.71258197340595
July 15th 2023 - August 14th 2023,,,180.5092280097396,170.36320353491953
July 15th 2023 - August 14th 2023,,,181.18600974917297,171.03998527435292
July 15th 2023 - August 14th 2023,,,182.92290194160498,172.77687746678498
July 15th 2023 - August 14th 2023,,,181.62921415043553,171.4831896756155
July 15th 2023 - August 14th 2023,,,181.76896552583008,171.62294105101006
July 15th 2023 - August 14th 2023,,,184.38029138324794,174.2342669084279
July 15th 2023 - August 14th 2023,,,186.09323330060113,175.94720882578108
July 15th 2023 - August 14th 2023,,,183.3082057927098,173.17218131788974
July 15th 2023 - August 14th 2023,,,185.2068244980759,175.06080002325584
July 15th 2023 - August 14th 2023,,,183.70350964381456,173.55748516899453
July 15th 2023 - August 14th 2023,,,188.29728016937466,178.15125569455464
July 15th 2023 - August 14th 2023,,,182.92290194160498,172.77687746678498
July 15th 2023 - August 14th 2023,,,181.15008433655458,171.00405986173453
July 15th 2023 - August 14th 2023,,,187.3649459542311,177.21892147941105
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753
July 15th 2023 - August 14th 2023,,,179.8923219580035,169.74629748318344
July 15th 2023 - August 14th 2023,,,179.96219764570077,169.81617317088075
July 15th 2023 - August 14th 2023,,,179.84442140784563,169.6983969330256
July 15th 2023 - August 14th 2023,,,188.5528326450849,178.40680817026487
July 15th 2023 - August 14th 2023,,,187.28309512899432,177.13707065417432
July 15th 2023 - August 14th 2023,,,183.4359820305649,173.28995755574488
July 15th 2023 - August 14th 2023,,,185.1149736728391,174.9689491980191
July 15th 2023 - August 14th 2023,,,182.11834396431652,171.9723194894965
July 15th 2023 - August 14th 2023,,,181.39563681226477,171.24961233744474
July 15th 2023 - August 14th 2023,,,182.04846827661925,171.90244380179922
July 15th 2023 - August 14th 2023,,,181.60526387535663,171.4592394005366
July 15th 2023 - August 14th 2023,,,180.31157608418715,170.16555160936713
July 15th 2023 - August 14th 2023,,,181.08020864885728,170.93418417403723
July 15th 2023 - August 14th 2023,,,180.3355263592661,170.19950188444605
July 15th 2023 - August 14th 2023,,,180.78873076052867,170.64270628570864
July 15th 2023 - August 14th 2023,,,180.94045727346273,170.79443279864267
July 15th 2023 - August 14th 2023,,,181.0582335113178,170.91220903649779
July 15th 2023 - August 14th 2023,,,182.03649313907982,171.89046866425977
July 15th 2023 - August 14th 2023,,,181.89674176368524,171.7507172888652
July 15th 2023 - August 14th 2023,,,180.78873076052867,170.64270628570864
July 15th 2023 - August 14th 2023,,,180.85860644822594,170.71258197340595
July 15th 2023 - August 14th 2023,,,179.96219764570077,169.81617317088075
July 15th 2023 - August 14th 2023,,,180.3934269094239,170.24740243460386
July 15th 2023 - August 14th 2023,,,180.47527773466066,170.32925325984064
July 15th 2023 - August 14th 2023,,,179.8923219580035,169.74629748318344
July 15th 2023 - August 14th 2023,,,180.35750149680553,170.2114770219855
July 15th 2023 - August 14th 2023,,,180.94045727346273,170.79443279864267
July 15th 2023 - August 14th 2023,,,180.5451534223579,170.3991289475379
July 15th 2023 - August 14th 2023,,,181.27983571194915,171.1438112371291
July 15th 2023 - August 14th 2023,,,180.9065069983838,170.76048252356378
July 15th 2023 - August 14th 2023,,,181.12810919901509,170.9820847241951
July 15th 2023 - August 14th 2023,,,180.10194902109535,169.9559245462753
July 15th 2023 - August 14th 2023,,,183.27228038009142,173.12625590527136
July 15th 2023 - August 14th 2023,,,182.61944891573694,172.47342444091692
July 15th 2023 - August 14th 2023,,,181.5234130501199,171.37738857529985
July 15th 2023 - August 14th 2023,,,182.04846827661925,171.90244380179922
July 15th 2023 - August 14th 2023,,,181.68711470059338,171.54109022577333
July 15th 2023 - August 14th 2023,,,181.24391029933076,171.0978858245107
July 15th 2023 - August 14th 2023,,,181.27983571194915,171.1438112371291
July 15th 2023 - August 14th 2023,,,181.23193516179128,171.08591068697126
July 15th 2023 - August 14th 2023,,,181.12810919901509,170.9820847241951
July 15th 2023 - August 14th 2023,,,181.01033296116,170.86430848633995
July 15th 2023 - August 14th 2023,,,180.9524324110022,170.80640793618215
July 15th 2023 - August 14th 2023,,,180.6609545226736,170.51493004785357
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,,,180.00204803081118,169.8559835559912
July 15th 2023 - August 14th 2023,,,180.51872066103292,170.3726561862129
July 15th 2023 - August 14th 2023,,,179.94294996689945,169.7968854920794
July 15th 2023 - August 14th 2023,,,180.2380203964899,170.09195592166986
July 15th 2023 - August 14th 2023,,,180.11263918614267,169.96657471132264
July 15th 2023 - August 14th 2023,,,180.24520547901352,170.0991410041935
July 15th 2023 - August 14th 2023,,,180.43806734955012,170.29200287473014
July 15th 2023 - August 14th 2023,,,180.50554800973956,170.35948353491952
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,,,180.6548794951657,170.50881502034565
July 15th 2023 - August 14th 2023,,,180.84492644822592,170.70886197340593
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,,,180.76307562298922,170.61701114816918
July 15th 2023 - August 14th 2023,,,181.68343470059335,171.53737022577332
July 15th 2023 - August 14th 2023,,,181.9868877264614,171.84082325164135
July 15th 2023 - August 14th 2023,,,181.08850378639667,170.94243931157666
July 15th 2023 - August 14th 2023,,,180.1394043786979,169.99333990387785
July 15th 2023 - August 14th 2023,,,180.75110048544974,170.60503601062973
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,,,181.4498573624226,171.30379288760255
July 15th 2023 - August 14th 2023,,,181.5556584627382,171.40959398791819
July 15th 2023 - August 14th 2023,,,181.37998167472531,171.23391719990528
July 15th 2023 - August 14th 2023,,,180.28394580910822,170.1378813342882
July 15th 2023 - August 14th 2023,,,180.69319993529194,170.5471354604719
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,,,181.12442919901505,170.97836472419505
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,,,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,,,179.85271654538508,169.70665207056507
July 15th 2023 - August 14th 2023,,,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,,,180.3538214968055,170.2077570219855
July 15th 2023 - August 14th 2023,,,179.97049278324016,169.82442830842018
July 15th 2023 - August 14th 2023,,,180.48357287220006,170.34750839738007
July 15th 2023 - August 14th 2023,,,179.93456737062183,169.7885028958018
July 15th 2023 - August 14th 2023,,,181.83516121352733,171.68909673870735
July 15th 2023 - August 14th 2023,,,182.0907136892376,171.94464921441755
July 15th 2023 - August 14th 2023,,,182.41811699018453,172.27205251536452
July 15th 2023 - August 14th 2023,,,181.10047892393615,170.95441444911614
July 15th 2023 - August 14th 2023,,,181.05455351131778,170.90848903649777
July 15th 2023 - August 14th 2023,,,181.00665296115997,170.86058848633994
July 15th 2023 - August 14th 2023,,,180.9148021359232,170.76873766110322
July 15th 2023 - August 14th 2023,,,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,,,180.8090010356076,170.66293656078756
July 15th 2023 - August 14th 2023,,,180.8669015857654,170.7208371109454
July 15th 2023 - August 14th 2023,,,180.66924966021304,170.523185185393
July 15th 2023 - August 14th 2023,,,181.00665296115997,170.86058848633994
July 15th 2023 - August 14th 2023,,,181.27615571194912,171.13009123712908
July 15th 2023 - August 14th 2023,,,181.19430488671236,171.04824041189235
July 15th 2023 - August 14th 2023,,,180.90282699838377,170.75676252356376
July 15th 2023 - August 14th 2023,,,180.58739883497626,170.44133436015625
July 15th 2023 - August 14th 2023,,,180.97270268608108,170.82663821126104
July 15th 2023 - August 14th 2023,,,180.28394580910822,170.1378813342882
July 15th 2023 - August 14th 2023,,,180.7151750728314,170.56911059801138
June 15th 2022 - July 14th 2022,,156.86,137.76,125.69000000000001
June 15th 2022 - July 14th 2022,,157.57,138.47,126.41000000000001
June 15th 2022 - July 14th 2022,,157.22,138.11,126.05000000000001
June 15th 2022 - July 14th 2022,,157.22,138.11,126.05000000000001
